uid,uof_uid,tracking_id_og,tracking_id,investigation_status,service_type,light_condition,weather_condition,shift_time,disposition,division,division_level,unit,originating_bureau,use_of_force_description,use_of_force_level,use_of_force_effective,age,years_of_service,officer_injured,agency,use_of_force_reason
41f88a5569033076ae2f6b5e09d0f992,056cb025e057c6eee0c594ec6bb0a090,ftn2019-0028,82d670bfb8af4db9158d5e3dce5c85d6,Completed,traffic stop,poor,clear conditions,between 11pm-7am,use of force justified,task force,7th district,a,field operations bureau,firearm (exhibited),l1,no,33,7,No,new-orleans-pd,flight from an officer
ba54d65089383316bdebfc6cc62e6476,056e983da1aca8ce93a4a0a5af4b799d,ftn2019-0169,a0e915f5dec890d33b7bf696bddc4f37,Completed,call for service,good,clear conditions,,use of force justified,a platoon,5th district,patrol,field operations bureau,firearm (exhibited),l1,yes,37,14,No,new-orleans-pd,weapon exhibited
f71388ad3523c8b6bca96e2dceabe7ed,0577d50731e3dccc00408202f34c761b,ftn2017-0150,631890f357ad2cf6ac05c660315b3cfa,Completed,traffic stop,good,clear conditions,between 11pm-7am,use of force authorized,task force,7th district,a,field operations bureau,force (take down),l2,no,25,0,No,new-orleans-pd,resisted lawful arrest
a7d7f4e7d2fd5aae34ea1ddcb45dd7ac,0585d3c6b9d7f9cc55b50b1bb7aa7948,ftn2021-0341,1ee0eddcdb01517652c04f7102111b4b,Completed,pedestrian stop,poor,clear conditions,between 11pm-7am,use of force justified,b platoon,8th district,patrol,field operations bureau,firearm (exhibited),l1,yes,43,16,No,new-orleans-pd,refused verbal commands
8aec556cccccb07773d2d49f16fb470e,0597b6a9d6bfc679ec27c681fb1d2424,ftn2020-0219,3daee730bea3d99b5c64a23012011ce9,Completed,other,good,clear conditions,between 3pm-11pm,use of force justified,,6th district,persons,field operations bureau,conducted electrical weapon deployment,l2,yes,33,6,No,new-orleans-pd,other
aef12cb3b860796218b9e2d5ff973990,05a096c6eb558517db8399877e83f7e3,ftn2020-0312,5cc7fa07207e6b5fb32ff042361c6df0,Completed,arresting,good,rainy conditions - light,between 7am-3pm,use of force justified,a platoon,8th district,patrol,field operations bureau,force (escort tech),l1,yes,50,25,No,new-orleans-pd,resisted lawful arrest
3a7ee3d2b893cd17562b149b959f54ea,05b14ba0b7f6832643ed9400a7b6997e,ftn2019-0243,4f33bb4ae41ffb325b7fb82e73e8c694,Completed,call for service,poor,clear conditions,between 11pm-7am,use of force justified,c platoon,1st district,patrol,field operations bureau,conducted electrical weapon exhibited/laser,l1,no,25,4,Yes,new-orleans-pd,resisted lawful arrest
20d0b6e4c2000ac55553c95fc727de07,05df42e3dddf49c6c544adc608d7b6fd,ftn2017-0595,b8e4d4bf8baebfc950336ffca952f923,Completed,traffic stop,good,clear conditions,between 11pm-7am,use of force authorized,task force,7th district,a,field operations bureau,firearm (exhibited),l1,yes,27,6,No,new-orleans-pd,refused verbal commands
5f23a6df7e144b433e5cd604b19abc2b,0614c912864a20ac733dc175f41c31d4,ftn2017-0466,f042a84c6aba4c1f1feb16617e805044,Completed,pedestrian stop,good,clear conditions,between 7am-3pm,use of force authorized,a platoon,6th district,patrol,field operations bureau,hands,l1,yes,48,27,No,new-orleans-pd,resisted lawful arrest
8ee802dc181891310fde3f7f06d0ae55,061c1a1d37b1f7dd08f1da95f38908c2,ftn2017-0630,87fc7702841156678a6b277261de209c,Completed,call for service,good,rainy conditions - light,between 7am-3pm,use of force authorized,day watch,7th district,patrol,field operations bureau,firearm (exhibited),l1,yes,47,5,No,new-orleans-pd,flight from an officer
25a512f2265ebe5600d9d716af6e1ac5,061ccfc02674057b07057c472aa6defc,ftn2017-0375,92945ee33737a0936d2104789ed6dfc8,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force authorized,b platoon,3rd district,patrol,field operations bureau,firearm (exhibited),l1,yes,33,5,No,new-orleans-pd,other
bb817eed326abd699cdb2075f6d063b6,06701e7d49ded0117ddf00afa3db1efd,ftn2016-0628,73d5908b705b2b65f4f702b80bf9ec3c,Completed,arresting,good,clear conditions,,use of force authorized,narcotics,2nd district,,field operations bureau,firearm (exhibited),l1,yes,34,13,No,new-orleans-pd,resisted lawful arrest
5a8dc07e3fef8da4a52f15aac6c8a151,0672000f6a99175d1a455cb7031dee42,ftn2019-0032,aa59906abbc596b4ae4047479741255d,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force justified,2nd platoon,1st district,patrol,field operations bureau,firearm (exhibited),l1,yes,54,29,No,new-orleans-pd,refused verbal commands
48877ff547eda87736feb1c43984adc4,068d7de1e97b65e65d8aace329ca186e,ftn2021-0113,ea09cbc5bcdbd95cfdfdd34a321b5027,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force justified,a platoon,6th district,patrol,field operations bureau,hands,l1,yes,29,3,No,new-orleans-pd,other
b8b9fddac8cec48dda407a3f3b5979a7,06a57b6041b7baaed0493189617712ff,ftn2019-0015,a0dbf7d3360ad7da6fdde7a126e06c3c,Completed,arresting,poor,clear conditions,between 11pm-7am,use of force justified,c platoon,3rd district,patrol,field operations bureau,takedown (no injury),l1,yes,25,5,No,new-orleans-pd,resisted lawful arrest
41f88a5569033076ae2f6b5e09d0f992,06c66b55668d238c034ef92d67c5bd86,ftn2016-0638,86107665b34bc3ea71bffde1a41f7389,Completed,pedestrian stop,good,clear conditions,,use of force authorized,day watch,7th district,,field operations bureau,conducted electrical weapon deployment,l2,limited,30,7,No,new-orleans-pd,resisted lawful arrest
01214016f0b7f0fb22570872b3e2d539,06d864c0e0e8f017e95253320a0b8a18,ftn2019-0294,a93f44c3d40d80599f21abd1f068f986,Completed,arresting,good,clear conditions,between 11pm-7am,use of force justified with policy violation,c platoon,5th district,patrol,field operations bureau,takedown (no injury),l1,yes,28,4,No,new-orleans-pd,resisted lawful arrest
7134e89eab572a829143f5b1acfcca81,06d8d722542c3c8a5af97598ea42ee67,ftn2016-0375,c5e24d1cf6a90672e3a47380d67335ce,Completed,arresting,poor,clear conditions,,use of force authorized,k9,special operations,,field operations bureau,canine (no bite),l1,yes,43,23,No,new-orleans-pd,resisted lawful arrest
ff3a843fff01a244d706c941f1716673,06eb0dbb1846c50c79ce4fed5c160074,ftn2016-0362,1bc99030597060d2bdc6f1ff28451626,Completed,call for service,poor,clear conditions,,use of force authorized,3rd platoon,4th district,,field operations bureau,firearm (exhibited),l1,yes,53,34,No,new-orleans-pd,refused verbal commands
313af3292d2f04bfce82863537efaba0,06fa25e1a8f54987064bb73fb7558a05,ftn2017-0619,bdb704889550ff78246e297ac3f21d23,Completed,pedestrian stop,good,clear conditions,between 7am-3pm,use of force authorized,day watch,7th district,patrol,field operations bureau,firearm (exhibited),l1,yes,33,17,No,new-orleans-pd,refused verbal commands
a96d3e175a3af1d79397a55f9b71a97b,06fe29d3ec4efc784da7adbfba643670,ftn2018-0362,92a1f32a20b6edf7a6dc68180dfd0e3e,Completed,pedestrian stop,good,clear conditions,between 3pm-11pm,use of force justified with training,task force,8th district,b,field operations bureau,hands,l1,yes,26,6,Yes,new-orleans-pd,resisted lawful arrest
b00c4fdca1c7e4d6dec3cd4505fdc1a7,06fe8ad4b63e4d36305b56ce15b435f7,ftn2018-0401,491761546fba150e929ceafa5e1314e1,Completed,arresting,poor,clear conditions,between 3pm-11pm,use of force justified with training,b platoon,6th district,patrol,field operations bureau,conducted electrical weapon deployment,l2,no,28,5,No,new-orleans-pd,resisted lawful arrest
b8b9fddac8cec48dda407a3f3b5979a7,07046826bda8c31b6ea4e3691c2e1a3f,ftn2019-0244,98ac7b14ac0170dc446c6e15ac4c9ce5,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,3rd district,task force a,field operations bureau,takedown (with injury),l2,yes,25,5,No,new-orleans-pd,resisted lawful arrest
9ac35154e69867813643b50567b216cd,070e62b167df2ecf49284bf688485e85,ftn2016-0436,de9202ea12f2626f8d50a3be476508bd,Completed,arresting,good,clear conditions,,use of force authorized,c platoon,8th district,,field operations bureau,firearm (exhibited),l1,yes,36,9,No,new-orleans-pd,other
d9a4c2e82fe85d3cef6e94293da736bb,0724d0ce1e85c95526d8b36eb3aabf9f,ftn2021-0356,ac30e4c6fc8fd751bebca554044693c0,Completed,arresting,good,clear conditions,between 11pm-7am,use of force justified,c platoon,8th district,patrol,field operations bureau,conducted electrical weapon deployment,l2,yes,33,4,No,new-orleans-pd,resisted lawful arrest
9470170fa8781c4a41b6c2a32b299e2a,073ca5c8a4c323f7f9b827d59957153d,ftn2020-0260,b044ccbb5014a1d600721a7065ff91b5,Completed,arresting,good,clear conditions,between 7am-3pm,use of force justified with policy violation,a platoon,6th district,patrol,field operations bureau,firearm (exhibited),l1,yes,59,18,No,new-orleans-pd,resisted officer with weapon
166c58f35ac6b50fd2e44658b41cddba,074b9f1aa4a78e242c10bf7bb6b8542c,ftn2016-0532,9473cefe8d02615172b403c991ce0470,Completed,serving a warrant,poor,clear conditions,,use of force authorized,tactical,special operations,1st platoon,field operations bureau,firearm (exhibited),l1,yes,38,15,No,new-orleans-pd,other
3a9da511df288d2e69bf319551874e58,0775e3fe1570abf9b5623e9e97e0f746,ftn2016-0139,478b715897e6371c7e583573b72513c0,Completed,serving a warrant,good,clear conditions,,use of force authorized,tactical,special operations,2nd platoon,field operations bureau,firearm (exhibited),l1,yes,39,19,No,new-orleans-pd,other
7b61ed4d91725ba3e6cd0ac60116b5a3,077a47f964f0d30e5f8a71886a4fa5a3,ftn2016-0397,146f7f183682f029bafc9b9c3555608d,Completed,arresting,poor,clear conditions,,use of force authorized,tactical,special operations,1st platoon,field operations bureau,firearm (exhibited),l1,yes,32,9,No,new-orleans-pd,other
1745c244d8de326585bdfbc165b869c9,07a6985d5c721672243832f12bac5c8b,ftn2018-0453,9c306b26164defb1e442106ac337704c,Completed,traffic stop,good,clear conditions,between 7am-3pm,use of force justified,a platoon,6th district,patrol,field operations bureau,takedown (with injury),l2,yes,45,13,No,new-orleans-pd,escape
68d8e36620d82ffe263255d45d2a12ca,07b02b396a30e7f83f0d40be6381b41a,ftn2019-0042,98b024cb6983124b0f0df7cc2f6b4d03,Completed,call for service,good,clear conditions,between 11pm-7am,use of force justified,,1st district,persons,field operations bureau,firearm (exhibited),l1,yes,26,4,No,new-orleans-pd,weapon exhibited
2fd8d61bb52841b033cf2c1ef2210cfd,07b6658cf8ad57286322813e66b89092,ftn2017-0598,23f2963906d30a9890929acfd7cd8876,Completed,call for service,poor,clear conditions,between 11pm-7am,use of force authorized,3rd platoon,4th district,patrol,field operations bureau,firearm (exhibited),l1,yes,53,30,No,new-orleans-pd,refused verbal commands
747dd4d5e5eff1e50a25a73dcc66a84a,07e0011e4d6bcdf3569547df1077c8cb,ftn2016-0564,342bb0a9b32ffc8a63e2051182338a3b,Completed,arresting,good,clear conditions,,use of force authorized,task force a,3rd district,,field operations bureau,firearm (exhibited),l1,yes,39,12,No,new-orleans-pd,other
0bf83bca6db347bc556a7cf5ec9af94c,07e837271f9af4d11c26421ec1b2c863,ftn2019-0369,001a05c59b49aa7944f96e0e17927599,Completed,arresting,good,clear conditions,between 7am-3pm,use of force justified,task force,1st district,task force a,field operations bureau,takedown (with injury),l2,yes,36,14,No,new-orleans-pd,resisted lawful arrest
b66c2280e5a4f2dfe84132bdff621053,07f4d87c356f39c22293cb9e8d0a9d8b,ftn2018-0408,b74d24507c98d64351a28c85afaccb99,Completed,call for service,good,clear conditions,between 7am-3pm,use of force justified,task force,3rd district,task force a,field operations bureau,conducted electrical weapon deployment,l2,yes,43,18,No,new-orleans-pd,refused verbal commands
305fd354fc69dca9762e58266a229325,081d475d341d046c10fd21dbe8ee1cf2,ftn2021-0118,e50ebcb910d933a46ab872627ad7bedf,Completed,arresting,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,3rd district,patrol,field operations bureau,firearm (exhibited),l1,yes,30,4,No,new-orleans-pd,flight from an officer
65531a075f0079c35a85e2755d68b1ed,0827bea09c5c48644ffa2f524408f3a7,ftn2016-0566,e4005d497eec3bf9a25f8bb166bcf4aa,Completed,call for service,good,clear conditions,,use of force authorized,a platoon,6th district,,field operations bureau,firearm (exhibited),l1,yes,33,16,No,new-orleans-pd,other
66a62a489db3a1d1ed5ce194543d9a97,08303bae9796e12b9bd9c0e135654c14,ftn2017-0078,d5e45e6b002ad29f7dd7cf1828e6b0ab,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force authorized,b platoon,3rd district,,field operations bureau,conducted electrical weapon exhibited/laser,l1,no,42,14,No,new-orleans-pd,resisted lawful arrest
f41aee3c82cab6ea710b456c6f5ab0d2,083f8c92f93efbf95143e0880ffebe6e,ftn2016-0614,efff5b5c8db344d34ad67321cfdf7019,Completed,arresting,good,clear conditions,,use of force authorized,a platoon,2nd district,patrol,field operations bureau,firearm (exhibited),l1,yes,37,15,No,new-orleans-pd,resisted lawful arrest
830373f40dd81062612e9433eda72fb5,0857905e647d4614fe194fa4ba0bbea9,ftn2018-0126,a934f5fcfe82a287b15d594a2e2409b2,Completed,arresting,good,rainy conditions - light,between 11pm-7am,use of force justified,traffic,special operations,district investigative unit,field operations bureau,takedown (no injury),l1,yes,31,13,No,new-orleans-pd,escape
e728e4192e74a4a4eff67543e334670e,0877d037522d3494f7a2020c5e5724ed,ftn2017-0192,ca1d80d2fd259e5d202dda14756ea5e4,Completed,pedestrian stop,good,clear conditions,,use of force authorized,street gang unit,special investigations,squad b,investigations and support bureau,firearm (exhibited),l1,yes,50,24,No,new-orleans-pd,resisted lawful arrest
7bdd41b9de4c230dda949c51a607fb79,089a674470b01f5704e09108ee6828f9,ftn2016-0186,6c825bd005d9c0bf1799503f9eeffab3,Completed,other,good,clear conditions,,use of force authorized,a platoon,8th district,,field operations bureau,force (take down),l2,yes,43,20,No,new-orleans-pd,other
9af56e3931c7b73f986fe16a72cb3523,089b8fd3cb40fd9f9dc325a6bd779541,ftn2018-0370,5dff97ca7adddc3f361f1c1579505cbc,Completed,call for service,good,clear conditions,between 7am-3pm,use of force justified,a platoon,7th district,patrol,field operations bureau,hands,l1,no,28,4,No,new-orleans-pd,refused verbal commands
89c73d6ffd90204f7ea267a5be4b95e6,08a0f1738619c3308a490e3d2f7c4c22,ftn2019-0218,c7c4e00325b4ae685a124293f83acd71,Completed,call for service,good,clear conditions,between 11pm-7am,use of force justified,workmans compensation,8th district,patrol,field operations bureau,conducted electrical weapon deployment,l2,yes,50,30,No,new-orleans-pd,resisted officer with weapon
b2a8521bb3ac53ea380dfa15eada58ba,08bc622b6f3acbfc2874f26cd3566c65,ftn2018-0434,dbf24730993aecd3064c578612686fa2,Completed,serving a warrant,good,clear conditions,between 7am-3pm,use of force justified,tactical,special operations,,field operations bureau,firearm (exhibited),l1,yes,34,8,No,new-orleans-pd,tactical deployments
8e97281aa94f1b9a5991521912f4ef93,08c62a5d91cdbdbdb21230119e007cf6,ftn2018-0088,ddc21c6ee40bffb312f903ee72738af7,Completed,serving a warrant,poor,clear conditions,between 11pm-7am,use of force authorized,tactical,special operations,1st platoon,field operations bureau,firearm (exhibited),l1,yes,30,8,No,new-orleans-pd,tactical deployments
65531a075f0079c35a85e2755d68b1ed,08ea1aa0c4bcaf31aa6be0c4eaa5d6c3,ftn2016-0189,3ed64a6f556dd8565071e6b11b72069c,Completed,arresting,poor,clear conditions,,use of force authorized,,6th district,property,field operations bureau,firearm (exhibited),l1,yes,33,16,No,new-orleans-pd,other
612afbceaab4b943be03a856bb2095c0,08ef609e248f5a27c988fddb2273b2d7,ftn2019-0061,d80dd6349397a0f9476de98ead3d3c0f,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force justified,narcotics,6th district,task force a,field operations bureau,takedown (with injury),l2,yes,32,5,No,new-orleans-pd,resisted lawful arrest
98c43f475ce8eeee0725ecd855d0bccb,0904e5194e22463ae93c5164385b3b09,ftn2017-0008,02d49dcc0c62b82206813aec192305de,Completed,arresting,good,clear conditions,,use of force authorized,task force,6th district,b,field operations bureau,hands,l1,yes,53,35,Yes,new-orleans-pd,escape
ce34090b3e943ddda85bf12365603f5a,0928b8103ec071fda0b8fccb46b445fe,ftn2018-0277,33b112213221f8e8f8d88e7cbb34354d,Completed,call for service,good,clear conditions,between 11pm-7am,use of force justified,c platoon,8th district,patrol,field operations bureau,conducted electrical weapon deployment,l2,yes,37,12,No,new-orleans-pd,flight from an officer
9e99864f5cd6c9f15ed66a6c03433fa0,099278675c7f98bbcc784992628eb902,ftn2021-0035,48e9c386ed02a39e5be31b0f6941f056,Completed,call for service,good,clear conditions,between 7am-3pm,use of force justified,a platoon,4th district,patrol,field operations bureau,firearm (exhibited),l1,no,30,4,No,new-orleans-pd,resisted officer with weapon
5381d8ac83a85b827a618832d44f2202,099a93a588ef530152ad1ffd40c12eb8,ftn2016-0198,d12b9f119bdff6d18bddc373e482c5db,Completed,pedestrian stop,good,clear conditions,,use of force authorized,special victims ,criminal investigations,domestic violence,investigations and support bureau,conducted electrical weapon exhibited/laser,l1,yes,35,15,No,new-orleans-pd,refused verbal commands
76cb1bd4d62f8e1738189f9c7678e825,09a88dc3c22f6d7ababae2649279c931,ftn2016-0350,f12ec8611b99476b478b4da87354fdd9,Completed,arresting,good,clear conditions,,use of force authorized,narcotics,8th district,,field operations bureau,hands,l1,yes,27,9,No,new-orleans-pd,resisted lawful arrest
1745c244d8de326585bdfbc165b869c9,09b00872a1b8dcbff532a33fd05384aa,ftn2021-0171,cb097c1b32c06aed62c443214d6d5701,Completed,pedestrian stop,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,6th district,patrol,field operations bureau,firearm (exhibited),l1,no,48,13,No,new-orleans-pd,flight from an officer
